ID,Title,Content,Permalink,Categories,Tags,"Resource Author","Organizational Author","Attributed Date",Link,"Alignment: JTF","Alignment: Regenerative Economies","Alignment: Democratic Systems","BIPOC Author","Added By",Notes,"Attributed Date (v2)",Status
1541,"Civil Rights in Federally Assisted Emergency and Disaster Preparedness and Recovery","<!-- wp:embed {""url"":""https://youtu.be/ue5b024y1u4"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-4-3 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-4-3 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtu.be/ue5b024y1u4
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>This webinar focuses on civil rights compliance in the preparedness and recovery phase of emergencies and disasters. Addressing the needs of the whole community requires planning for the needs of all populations (e.g. limited English proficient individuals, individuals with disabilities, public transit dependent, etc.)&nbsp;in every phase of emergency management.</p>
<!-- /wp:paragraph -->",https://thechisholmlegacyproject.org/resource-detail/civic-rights-in-federally-assisted-emergency-and-disaster-preparedness-and-recovery/,"Resources>Videos &amp; Webinars","Emergency Management",,"U.S. Environmental Protection Agency",6/27/2018,https://youtu.be/ue5b024y1u4,,,,,,,6/27/2018,publish
1544,"Whole Community Disaster Planning: Inclusive Approaches to Recovery and Preparedness","<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=6ERTCivTrDg"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=6ERTCivTrDg
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p><strong>Host</strong>: U.S. Environmental Protection Agency</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Summary</strong>: This webinar highlights efforts that support and strengthen community leaders, networks, and assets that can be leveraged to improve resiliency, public health, and community access to information and resources.</p>
<!-- /wp:paragraph -->",https://thechisholmlegacyproject.org/resource-detail/whole-community-disaster-planning-inclusive-approaches-to-recovery-and-preparedness/,"Resources>Videos &amp; Webinars","Emergency Management",,,,,,,,,,,,publish
1548,"Discrimination Protections and Promising Practices in Federally Assisted Emergency Management","This webinar discusses new guidelines and resources to protect against discrimination and promote the inclusion of all vulnerable communities in federally assisted emergency management and related activities.",https://thechisholmlegacyproject.org/resource-detail/discrimination-protections-and-promising-practices-in-federally-assisted-emergency-management/,"Resources>Videos &amp; Webinars","Emergency Management",,"U.S. Environmental Protection Agency",12-Jan-17,https://youtu.be/8k1gbQwXGr0,,,,,Cara,,12-Jan-17,publish
1549,"How to Organize a Twitter Storm","<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=URPnU5Ku7ZAu0026ab_channel=AnthropoceneAlliance"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-4-3 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-4-3 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=URPnU5Ku7ZA&amp;ab_channel=AnthropoceneAlliance
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>Learn how to organize a Twitter storm to get the attention of elected officials. Higher Ground is the largest flood survivor network in the US.</p>
<!-- /wp:paragraph -->",https://thechisholmlegacyproject.org/resource-detail/how-to-organize-a-twitter-storm/,"Resources>Videos &amp; Webinars",Organizing,,,,,,,,,,,,publish
1550,"Flooded? How to protect your community using nature","<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=UrkzbZUB6k0u0026ab_channel=AnthropoceneAlliance"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=UrkzbZUB6k0&amp;ab_channel=AnthropoceneAlliance
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p><strong>Organizational Sponsor</strong>: Anthropocene Alliance, Natural Hazard Mitigation Association</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Summary</strong>: Interested in 'nature-based' or 'green infrastructure' solutions to flooding? This training explains what it is and how it works.</p>
<!-- /wp:paragraph -->",https://thechisholmlegacyproject.org/resource-detail/flooded-how-to-protect-your-community-using-nature/,"Resources>Videos &amp; Webinars","Climate Adaptation &amp; Resilience|Emergency Management|Green Space|Sea Level Rise &amp; Flooding",,,,,,,,,,,,publish
1552,"Anti-Eviction Mapping Project","<!-- wp:paragraph -->
<p>The Anti-Eviction Mapping Project visualizes dispossession from and resistance to gentrification.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><a href=""https://antievictionmap.com"">https://antievictionmap.com</a></p>
<!-- /wp:paragraph -->",https://thechisholmlegacyproject.org/resource-detail/anti-eviction-mapping-project/,Resources>Data,"Housing Justice &amp; Tenant Support",,,,https://antievictionmap.com,,,,,,,,publish
1579,"‘1.5°C to stay alive’: climate change, imperialism and justice for the Caribbean","Treating the threat of climate change in the Caribbean as a case study instructive for responses globally, this article examines the social and political relations of climate change. It argues for an analysis taking into account the ways in which the histories of imperialism and colonialism have shaped contemporary global ‘development’ pathways. The article charts how Caribbean vulnerability to temperature rises of more than 1.5°C of warming comprise an existential threat structured by contemporary social relations that are imperialist in character. Hope can be taken from a politics of climate justice which acknowledges the climate debts owed to the region.",https://thechisholmlegacyproject.org/resource-detail/1-5c-to-stay-alive-climate-change-imperialism-and-justice-for-the-caribbean/,Resources>Publication,"Environmental Justice","Leon Sealey-Huggins",,9/8/17,https://www.tandfonline.com/doi/full/10.1080/01436597.2017.1368013,Yes,,,,Cara,,9/8/17,publish
1580,"1.5°C National Pathway Explorer","In this project, Climate Analytics uses&nbsp;IPCC&nbsp;1.5°C compatible pathways in combination with more recent lines of scientific evidence to show how a selection of 64 countries across all regions and the development spectrum can align their decarbonisation trajectories with the Paris Agreement, and live up to their promises to prevent dangerous climate change.",https://thechisholmlegacyproject.org/resource-detail/1-5c-national-pathway-explorer/,"Resources>Analysis Tool",Policy,"Matthew Gidden, Deborah Ramalope","Climate Analytics",2020,http://1p5ndc-pathways.climateanalytics.org/,,,,,Cara,,2020,publish
1581,"About to be Flooded?","Practical suggestions for protecting people and property during flooding events.",https://thechisholmlegacyproject.org/resource-detail/about-to-be-flooded/,Resources>Guide,"Climate Adaptation &amp; Resilience|Sea Level Rise &amp; Flooding",,"Anthropocene Alliance",2021,https://anthropocenealliance.org/wp-content/uploads/2021/01/Factsheet-AbouttobeFlooded_.pdf,,,,,Cara,,2021,publish
1582,"An Invitation to Save the Planet by Ending White Supremacy","A racist system that values some lives over others helps to fuel the climate crisis.",https://thechisholmlegacyproject.org/resource-detail/an-invitation-to-save-the-planet-by-ending-white-supremacy/,Resources>Publication,"Environmental Justice","Hop Hopkins",Sierra,2021,https://www.sierraclub.org/sierra/2021-4-fall/top/invitation-save-planet-ending-white-supremacy,,,,Yes,Cara,,2021,publish
1583,"Annual Case for Support Outline: What Your Donors Need to Know About You… And Will Need to Know Every Year","A short guide to developing compelling Case Statements.",https://thechisholmlegacyproject.org/resource-detail/annual-case-for-support-outline-what-your-donors-need-to-know-about-you-and-will-need-to-know-every-year/,Resources>Guide,Fundraising,"Sonya Campion","The Campion Foundation",2013,http://www.campionadvocacyfund.org/wp-content/uploads/resource-files/Case-for-support-outline.pdf,,,,,Cara,,2013,publish
1584,Ashtracker,"Ashtracker provides public access to industry-reported data from state and company records about groundwater contamination at coal ash dumps. Coal ash, a toxic waste generated by coal-fired power plants, is one of the largest industrial waste streams in the United States.",https://thechisholmlegacyproject.org/resource-detail/ashtracker/,Resources>Data,"Fossil Fuels|Water Equity",,"Environmental Integrity Project",,https://www.ashtracker.org/,,,,,Cara,,,publish
1585,"Black Lives Matter: the Link Between Climate Change and Racial Justice","In any crisis it is the poorest and most vulnerable that suffer the greatest impacts. What does Black Lives Matter have to do with climate change? Everything – Adelle Thomas and Rueanna Haynes outline the linkages between environmental justice and racial justice.",https://thechisholmlegacyproject.org/resource-detail/black-lives-matter-the-link-between-climate-change-and-racial-justice/,Resources>Publication,"Environmental Justice","Adelle Thomas, Rueanna Haynes","Climate Analytics Blog",2020,https://climateanalytics.org/blog/2020/black-lives-matter-the-link-between-climate-change-and-racial-justice/,,,,Yes,Cara,,2020,publish
1586,"Bright Guide","Founded in 2016, ELI’s Blight Revitalization Initiative for Green, Healthy Towns (BRIGHT) helps environmental justice communities craft their own area-wide plans or corridor projects. The BRIGHT team works with communities on the ground and also publishes the BRIGHT Guide. BRIGHT seeks to empower just, equitable, and community-driven sustainable development by providing tools and resources to support the community in accomplishing its goals.  The BRIGHT Guide is the flagship publication and a living guide for readers to assist in their creation and execution of a corridor project. EPA defines a corridor project as a community-driven area-wide plan for communities dealing with legacy pollution and other environmental justice issues. ",https://thechisholmlegacyproject.org/resource-detail/bright-guide/,Resources>Toolkit,"Land Justice",,"Environmental Law Institute",,https://www.thebrightguide.com/about,,,,Yes,Cara,,,publish
1587,"But Next Time","But Next Time is a limited-run podcast that spotlights powerful stories of community-led disaster prevention and recovery. The force of nature is inevitable, but disasters are avoidable. In this limited-run podcast, listeners travel with community advocates as they uncover hard-won lessons from people experiencing California wildfires and Texas storms, finding ways to forge a more just and equitable future.",https://thechisholmlegacyproject.org/resource-detail/but-next-time/,Resources>Podcast,"Environmental Justice|Land Justice|Stories/Justice in Action","Chrishelle Palay, Rose Arrieta","Rise-Home Stories",,https://risehomestories.com/but-next-time/home/,,,,Yes,Cara,,,publish
1588,"Chronic Catastrophe","CHRONIC CATASTROPHE is a new four-part podcast series about the impact of climate change-induced disasters on communities’ minds, bodies, and spirits like those in Sonoma County.",https://thechisholmlegacyproject.org/resource-detail/chronic-catastrophe/,Resources>Podcast,"Stories/Justice in Action","Martitza Camacho, Rebecca Bell, Lauren A. Spates, Nicholas Vides",,,https://calhum.org/journalist-fellows-chronic-catastrophe/,,,,,Cara,,,publish
1589,"City Health Dashboard","The City Health Dashboard launched in 2018 with data on over 35 measures of health and drivers of health for the 500 largest U.S. cities. Since then, the City Health Dashboard has added new measures and features, including multi-year data for 35 metrics, new data visualizations, and easier data access through an API. In 2020, the Dashboard expanded to include additional small and midsize cities, so data is now available for over 750 cities across the U.S. – all cities over population 50,000. ",https://thechisholmlegacyproject.org/resource-detail/city-health-dashboard/,Resources>Data,"Health &amp; Healing",,"NYU Lagone Health, Robert Wood Johnson Foundation",2021,https://www.cityhealthdashboard.com/,,,,,Cara,,2021,publish
1591,"Climate Change Through an Intersectional Lens: Gendered Vulnerability and Resilience in Indigenous Communities in the United States","This report examines the role of gender in indigenous communities and discusses how gender influences climate change vulnerability and resilience of Native American, Alaska Native, and Native Hawaiian communities. The intersection of gender with other forms of oppression in the face of climate change can result in unique vulnerabilities, requiring nuanced adaptation strategies for indigenous communities. This report provides a resource for Native Americans as well as nonindigenous collaborators to inform the development of climate adaptation strategies, that also help alleviate intersectional oppression and promote gender justice.",https://thechisholmlegacyproject.org/resource-detail/climate-change-through-an-intersectional-lens-gendered-vulnerability-and-resilience-in-indigenous-communities-in-the-united-states/,Resources>Publication,"Gender Justice","Kirsten Vinyeta, Kyle Powys Whyte, Kathy Lynn","USFS Pacific Northwest Research Station",Dec-15,https://www.fs.usda.gov/pnw/pubs/pnw_gtr923.pdf,,,,Yes,Cara,,11/9/2022,publish
1592,"Climate Change, Environmental Activism, and Disability","People with disabilities are on the front lines of the climate crisis. Efforts to address the crisis must include them.",https://thechisholmlegacyproject.org/resource-detail/climate-change-environmental-activism-and-disability/,Resources>Publication,"Environmental Justice","Valerie Novack, Daphne Frias","Stanford Social Innovation Review",2022,https://ssir.org/articles/entry/climate_change_environmental_activism_and_disability#,,,,Yes,Cara,,2022,publish
1593,"Climate Changemakers","Climate Changemakers is a podcast series highlighting leaders in equity work and climate action. The podcast is presented by Elevate and hosted by&nbsp;AirGo, and is available to listen to for free.",https://thechisholmlegacyproject.org/resource-detail/climate-changemakers/,Resources>Podcast,Organizing,,Elevate,,https://www.elevatenp.org/climate-changemakers/,,,,,Cara,,,publish
1594,"Climate Courage","Reports of wildfires, hurricanes, and extinctions are frightening, yet we rarely hear people talking about the mental health impact of these changes. This hour long show explores how coping with the mental health impacts of climate change can actually make us more effective at combating it.",https://thechisholmlegacyproject.org/resource-detail/climate-courage/,Resources>Podcast,"Health &amp; Healing","Anne Hallward","Safe Space Radio",,https://safespaceradio.com/climate-courage/,,,,,Cara,,,publish
1595,"Climate Crisis Conversations","Climate Crisis Conversations, ‘Catastrophe or Transformation’ is a podcast series hosted by Verity Sharp for the Climate Psychology Alliance and produced by Parity Audio. It features creative thoughtful conversations between climate psychologists and our friends about the climate and biodiversity crisis.",https://thechisholmlegacyproject.org/resource-detail/climate-crisis-conversations/,Resources>Podcast,"Health &amp; Healing","Verity Sharp","Parity Audio",,https://climatepsychology.podbean.com/,,,,,Cara,,,publish
1597,"Climate Impacts Explorer","This tool shows how the severity of climate change impacts will increase over time in continents, countries and provinces at different levels of warming, starting with 1.5°C, the limit in the Paris Agreement. It also allows access to the underlying data.",https://thechisholmlegacyproject.org/resource-detail/climate-impacts-explorer/,"Resources>Analysis Tool","Climate Adaptation &amp; Resilience","Thessa Beck, Quentin Lejeune, Inga Menke, Peter Pfleiderer, Eoin Quill, Carl-Friedrich Schleussner, Sylvia Schmidt, Nicole van Maanen, Burcu Yesil, Flavio Gortana","Climate Analytics",2021,http://climate-impact-explorer.climateanalytics.org/,,,,,Cara,,2021,publish
1598,"Climate Justice is Migrant Justice","<!-- wp:embed {""url"":""https://www.youtube.com/watch?v=t2JZ9Zo_nXY"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://www.youtube.com/watch?v=t2JZ9Zo_nXY
</div></figure>
<!-- /wp:embed -->

<p>Migrants Organising for Rights and Empowerment (MORE), together with Tripod Trainings and the COP26 Coalition, are organising a series of workshops on Climate Justice and Migrant Justice, aimed at asylum seekers, migrants, refugees in Scotland.</p>",https://thechisholmlegacyproject.org/resource-detail/climate-justice-is-migrant-justice/,"Resources>Videos &amp; Webinars","Environmental Justice","Mikaela Loach","COP26 Coalition",1/27/21,https://www.youtube.com/watch?v=t2JZ9Zo_nXY&ab_channel=COP26Coalition,,,,,Cara,,1/27/21,publish
1599,"Climate Mental Health Network","The Climate Mental Health Network addresses the mental health consequences of climate change through community engagement and by harnessing the power of media and technology.",https://thechisholmlegacyproject.org/resource-detail/climate-mental-health-network/,Resources>Organization,"Health &amp; Healing",,"Climate Mental Health Network",,https://www.climatementalhealth.net/,,,,,Cara,,,publish
1600,"Climate Psychiatry Alliance","The Climate Psychiatry Alliance educates the profession and the public about the urgent risks of the climate crisis, including its profound impacts on mental health and well-being. As a grassroots collaboration of psychiatrists and other mental health professionals, CPA aims to nimbly and creatively advocate for change—educating and motivating others to act to protect health and build a sustainable world. CPA is creating a forum to bring psychiatrists and other mental health professionals together to form a collective voice.",https://thechisholmlegacyproject.org/resource-detail/climate-psychiatry-alliance/,Resources>Organization,"Health &amp; Healing",,"Climate Psychiatry Alliance",,https://www.climatepsychiatry.org/,,,,,Cara,,,publish
1601,"Climate Psychology 101","Climate Psychology 101 provides a basic overview of the mental health impacts of climate change.",https://thechisholmlegacyproject.org/resource-detail/climate-psychology-101/,Resources>Other,"Health &amp; Healing",,"Climate Psychology Alliance North America",,https://www.climatepsychology.us/101,,,,,Cara,,,publish
1602,"Climate Psychology Alliance North America Blog","The CPA-NA blog is a space for members to publish personal essays, op-eds, articles reviews, and interviews that enrich the climate psychology profession and community.",https://thechisholmlegacyproject.org/resource-detail/climate-psychology-alliance-north-america-blog/,Resources>Blog,"Health &amp; Healing",,"Climate Psychology Alliance North America",,https://www.climatepsychology.us/blog,,,,,Cara,,,publish
1603,"Climate Visions","This video series spends time with people who have lived at the intersection of environmental racism and systemic violence. Following Audre Lorde’s wisdom that, ‘without community, there is no liberation,’ each storyteller shares their visions for a future that cares for people, for kinship, and for this earth free of police, military, and carceral violence. We are of this earth and climate justice means liberation for all of us.",https://thechisholmlegacyproject.org/resource-detail/climate-visions/,"Resources>Videos &amp; Webinars","Stories/Justice in Action",,"Our Climate Voices",,https://www.ourclimatevoices.org/climate-visions,,,,,Cara,,,publish
1604,"Climate-Aware Therapist Directory","Climate-aware therapists are professionally-trained psychotherapists who recognize that the climate crisis is both a global threat to all life on Earth and a deeply personal threat to the mental and physical well-being—the sense of safety, meaning, and purpose—of each individual, family, and community on the planet. Therapists listed in this directory have attested to being a licensed therapist in good standing with their state/provincial and professional-licensing bodies; They pledge to deliver professional mental health services that are consistent with the established scientific consensus on the climate crisis.",https://thechisholmlegacyproject.org/resource-detail/climate-aware-threapist-directory/,Resources>Other,"Health &amp; Healing",,"Climate Psychology Alliance North America",,https://www.climatepsychology.us/climate-therapists,,,,,Cara,,,publish
1605,"Coping with Extreme Heat","The mentally ill are particularly vulnerable during extreme heat periods, with greater morbidity and mortality. These tool kits provide: Educational material for mental health providers about heat impacts, focusing particularly on our psychiatric population; Guidelines/tips for patients or family/caregivers during extreme heat. ",https://thechisholmlegacyproject.org/resource-detail/coping-with-extreme-heat/,Resources>Toolkit,"Emergency Management|Extreme Heat|Health &amp; Healing",,"Climate Psychiatry Alliance",,https://www.climatepsychiatry.org/heattoolkits,,,,,Cara,,,publish
1606,"Costs of Inaction","Current Nationally Determined Contributions (NDCs) set us on track to about 3°C of global warming, which could result in substantially larger reductions in GDP per capita compared to limiting the warming to 1.5 degrees. Based on the methodology of Burke et al. (2018), we estimate projected GDP per capita associated with a current warming trajectory of 3°C, compared to a Paris compatible 1.5°C pathway.",https://thechisholmlegacyproject.org/resource-detail/costs-of-inaction/,"Resources>Analysis Tool","Climate Adaptation &amp; Resilience",,"Climate Analytics",,http://costs_of_inaction.climateanalytics.org/index.html,,,,,Cara,,,publish
1607,"County Health Rankings & Roadmaps","The County Health Rankings & Roadmaps, a program of the University of Wisconsin Population Health Institute, works to improve health outcomes for all and to close the health disparities between those with the most and least opportunities for good health. This work is rooted in a deep belief in health equity, the idea that everyone has a fair and just opportunity to be as healthy as possible, regardless of race, ethnicity, gender, income, location, or any other factor.",https://thechisholmlegacyproject.org/resource-detail/county-health-rankings-roadmaps/,Resources>Data,"Health &amp; Healing",,"University of Wisconsin Population Health Institute",2021,https://www.countyhealthrankings.org/,,,,,Cara,,2021,publish
1609,"Dear Future Colleague","DFC connects applicants to mentors who support students in developing their application to graduate programs and competitive fellowship programs, with an emphasis on supporting POCs, people with disabilities, low-income students, and queer students",https://thechisholmlegacyproject.org/resource-detail/dear-future-colleague/,Resources>Fellowship,Coaching,,"Leadership Grainery",,https://dearfuturecolleague.org/,,,,,Cara,All,,publish
1611,Diversitydatakids.org,"Understanding the conditions children experience is the first step toward ensuring that all children have equitable access to the resources they need to thrive. diversitydatakids.org is a research project that examines who our children are, whether they have what they need to grow up healthy and achieve their full potential, whether social policies are well designed to improve children’s lives and how to make them better to improve equity.",https://thechisholmlegacyproject.org/resource-detail/diversitydatakids-org/,Resources>Data,Youth,,Diversitydatakids.org,2021,https://www.diversitydatakids.org/,,,,,Cara,,2021,publish
1612,Drilled,"A true-crime podcast about climate change, hosted and reported by award-winning investigative journalist Amy Westervelt.",https://thechisholmlegacyproject.org/resource-detail/drilled/,Resources>Podcast,History,"Amy Westervelt","Critical Frequency",,https://podcasts.apple.com/us/podcast/drilled/id1439735906,,,,,Cara,,,publish
1613,"Earth Rising Foundation","We are a small climate justice foundation that seeks to amplify existing and emerging voices demanding a future based on cooperation and care for each other and the planet. We provide material support for climate activism and initiatives that raise awareness about the climate crisis.",https://thechisholmlegacyproject.org/resource-detail/earth-rising-foundation/,"Resources>Funding Opportunity",Fundraising,,"Earth Rising Foundation",,https://earthrisingfoundation.org/,Yes,Yes,Yes,,Cara,"Grants are for between $200-20,000. Applications are due March 31",,publish
1614,"Eco-Anxious Stories","Eco-Anxious Stories is creative space to explore climate emotions and share about our relationship to the climate crisis. It is a platform, a framework, and a dynamic creative team. The project began as a way to express our own experiences with eco-anxiety, and a way to overcome isolation and burnout as we navigate our role in making change.",https://thechisholmlegacyproject.org/resource-detail/eco-anxious-stoires/,Resources>Blog,"Health &amp; Healing",,,,https://www.ecoanxious.ca/,,,,,Cara,,,publish
1615,"Eco-Feminism is Intersectional Feminism","This article discusses environmental justice in the context of intersectional and transnational feminism.",https://thechisholmlegacyproject.org/resource-detail/eco-feminism-is-intersectional-feminism/,Resources>Publication,"Gender Justice","Chelsea Johnson, Latoya Council, Carolyn Choi","Ms. Magazine",2020,https://msmagazine.com/2020/04/22/eco-feminism-is-intersectional-feminism/,,,,Yes,Cara,,2020,publish
1616,"Ecological Equity/ Climate Justice Training Curriculum","By using community participatory research, collectivized local experiences, equity-based data, and new media, GCCLP has become a regional leader of equity training and presentations. GCCLP has developed a base-curriculum, Understanding Race, Power &amp; Privilege in a new Climate Reality, and tailors it for community, elected officials, funders, and national allies working in the South.",https://thechisholmlegacyproject.org/resource-detail/ecological-equity-climate-justice-training-curriculum/,"Resources>Clinics &amp; Trainings","DEI &amp; Anti-Oppression",,"Gulf Coast Center for Law and Policy",,https://www.gcclp.org/movement-infrastructure,,,,,Cara,,,publish
1617,"Elevate Blog","The Elevate blog publishes a wide variety of articles focused on energy justice, water equity, climate change, and environmental justice",https://thechisholmlegacyproject.org/resource-detail/elevate-blog/,Resources>Blog,"Air Quality|Climate Adaptation &amp; Resilience|DEI &amp; Anti-Oppression|Energy Justice|Sustainable Buildings|Water Equity",,Elevate,,https://www.elevatenp.org/blog/,,,,,Cara,,,publish
1618,"Environmental Career Worker Training Program (ECWTP)","The Deep South Center for Environmental (DSCEJ) would like to identify, train, and mobilize men and women to participate in hazardous materials clean-up, construction, and disaster recovery locally and across the nation. After receiving certification, participants will be assisted with job placement. ",https://thechisholmlegacyproject.org/resource-detail/environmental-career-worker-training-program-ecwtp/,"Resources>Clinics &amp; Trainings","Emergency Management",,"The Deep South Center for Environmental",,https://www.dscej.org/our-work/worker-health-and-safety-training,,,,,Cara,,,publish
1619,"Environmental Fellows Program","EFP is a 12-week summer fellowship for graduate students from backgrounds that have been historically underrepresented in the environmental field. Fellows are paired with philanthropic, non-profit, and governmental organizations. The fellowship provides a $11,000 stipend (plus travel support), professional development, and DEI training.",https://thechisholmlegacyproject.org/resource-detail/environmental-fellows-program/,Resources>Fellowship,Coaching|Organizing,,"Yale School For Environment, Environmental Grantmakers Association",,https://environmentalfellows.yale.edu/,,,,,Cara,Graduate,,publish
1620,"Environmental Health and Justice Leadership Training","Environmental Health and Justice Leadership Training (EHJLT) program introduces WE ACT members to environmental justice, environmental health, community organizing, and campaign work to prepare more leaders from Northern Manhattan for advocacy work.",https://thechisholmlegacyproject.org/resource-detail/environmental-health-and-justice-leadership-training/,"Resources>Clinics &amp; Trainings",Organizing,,"WE ACT for Environmental Justice",,https://www.weact.org/home-3-2/getinvolved/education/ehjlt/,,,,,Cara,,,publish
1621,"Environmental injustice and disability: Where is the research?","Due to a lack of data and understanding, the disabled community remains left out of most environmental justice research.",https://thechisholmlegacyproject.org/resource-detail/environmental-injustice-and-disability-where-is-the-research/,Resources>Publication,"Environmental Justice","Krystal Vasquez","Environmental Health News",8/23/21,https://www.ehn.org/disability-justice-2654683649.html,,,,,Cara,,8/23/21,publish
1622,"Environmental Justice Clinic","At the Environmental Justice Clinic, students represent and partner with disenfranchised communities fighting racial and economic disparities in the distribution of polluting sources, while also fighting for a say in decisions affecting their future.",https://thechisholmlegacyproject.org/resource-detail/environmental-justice-clinic/,"Resources>Clinics &amp; Trainings",Legal,,"Vermont Law School",,https://www.vermontlaw.edu/academics/clinics-and-externships/environmental-justice-clinic,Yes,,,,Cara,,,publish
1623,"Evaluating Your Development Plan: A Series of Dashboards for Tracking Progress","The Dashboards guide presents a series of metrics to allow organizations to define and track progress on goals, allowing for year-to-year comparison",https://thechisholmlegacyproject.org/resource-detail/evaluating-your-development-plan-a-series-of-dashboards-for-tracking-progress/,Resources>Guide,Organizing,,"The Campion Foundation",,http://www.campionadvocacyfund.org/wp-content/uploads/resource-files/DevoPlanDashboards.pdf,,,,,Cara,,,publish
1624,"Facing It","This podcast explores the emotional burden of climate change, and why despair leaves so many people unable to respond to our existential threat. Overcoming that paralysis is the first step in moving to action, and yet official climate strategies rarely address the emotional toll of climate grief and eco anxiety. Meanwhile, frontline communities — particularly people of color, indigenous communities, and other historically-marginalized groups — are experiencing the heaviest mental health impacts of climate disruption and displacement. This series introduces ways to move from despair to action by addressing the psychological roots of our unprecedented ecological loss.",https://thechisholmlegacyproject.org/resource-detail/facing-it/,Resources>Podcast,"Health &amp; Healing","Jennifer Atkinson","Intrasonus UK",,https://www.drjenniferatkinson.com/facing-it,,,,,Cara,,,publish
1625,"False Solutions to Climate Change  Powerpoint","This presentation highlights mainstream solutions to climate justice, explaining how their inherent injustices result in them being false solutions to the climate crisis.",https://thechisholmlegacyproject.org/resource-detail/false-solutions-to-climate-change-powerpoint/,Resources>Other,"Climate Adaptation &amp; Resilience|DEI &amp; Anti-Oppression",,"Just Transition Alliance",8/7/19,http://jtalliance.org/wp-content/uploads/2019/08/false-solutions-presentation.pdf,Yes,Yes,Yes,,Cara,,8/7/19,publish
1626,"Federal Environmental Justice Tracker","This tracker is designed to provide up-to-date information on the Biden administration’s environmental justice commitments, and progress made on those commitments.",https://thechisholmlegacyproject.org/resource-detail/federal-enivronmental-justice-tracker/,"Resources>Analysis Tool",Legal|Policy,,"Environmental And Energy Law Program at Howard University",,https://eelp.law.harvard.edu/ejtracker/,,,,,Cara,,,publish
1627,"Feminist Climate Justice in a World of Crises","A discussion on how feminist insights can be applied to climate justice.",https://thechisholmlegacyproject.org/resource-detail/feminist-climate-justice-in-a-world-of-crises/,"Resources>Videos &amp; Webinars","Gender Justice","Farhana Sultana",,2021,https://www.youtube.com/watch?v=vl884c4f0HI&ab_channel=FarhanaSultana,Yes,,,Yes,Cara,,2021,publish
1628,"Flood Funding Finder","The American Flood Coalition’s Flood Funding Finder is the first tool of its kind that uses a robust filtering system to prioritize the needs of small communities and help them identify the right federal funding programs to fund flood resilience.&nbsp;While the Flood Funding Finder makes it easier to access federal funding, funding for resilience remains insufficient and does not work for many communities across the country. The American Flood Coalition exists to push for more accessible and robust funding that meets the reality of higher seas, stronger storms, and more frequent flooding.",https://thechisholmlegacyproject.org/resource-detail/flood-funding-finder/,"Resources>Funding Opportunity","Fundraising|Sea Level Rise &amp; Flooding",,"American Flood Coalition",,https://floodcoalition.org/resources/floodfundingfinder/,,,,,Cara,,,publish
1629,Flooded,"A quarterly CPA-NA podcast highlighting individual experiences of living in the Anthropocene. ",https://thechisholmlegacyproject.org/resource-detail/flooded/,Resources>Podcast,"Health &amp; Healing","Merritt Juliano","Climate Psychology Alliance North America",,https://www.climatepsychology.us/flooded-podcast,Yes,,,,Cara,,,publish
